genus	CON1	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON2	CON20	CON21	CON22	CON23	CON24	CON25	CON26	CON28	CON29	CON3	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON38	CON39	CON4	CON40	CON5	CON6	CON7	CON8	CON9	GA1	GA10	GA11	GA12	GA13	GA14	GA16	GA17	GA18	GA19	GA2	GA20	GA21	GA3	GA4	GA5	GA6	GA7	GA8	GA9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC16	NC17	NC18	NC19	NC2	NC21	NC22	NC3	NC4	NC5	NC6	NC7	NC8	NC9	qiu_HUA1	qiu_HUA10	qiu_HUA11	qiu_HUA12	qiu_HUA13	qiu_HUA14	qiu_HUA15	qiu_HUA16	qiu_HUA17	qiu_HUA18	qiu_HUA19	qiu_HUA2	qiu_HUA20	qiu_HUA21	qiu_HUA22	qiu_HUA23	qiu_HUA24	qiu_HUA25	qiu_HUA26	qiu_HUA27	qiu_HUA28	qiu_HUA29	qiu_HUA3	qiu_HUA30	qiu_HUA31	qiu_HUA32	qiu_HUA33	qiu_HUA34	qiu_HUA35	qiu_HUA36	qiu_HUA37	qiu_HUA38	qiu_HUA39	qiu_HUA4	qiu_HUA40	qiu_HUA41	qiu_HUA42	qiu_HUA43	qiu_HUA44	qiu_HUA45	qiu_HUA46	qiu_HUA47	qiu_HUA48	qiu_HUA49	qiu_HUA5	qiu_HUA50	qiu_HUA51	qiu_HUA52	qiu_HUA53	qiu_HUA54	qiu_HUA55	qiu_HUA56	qiu_HUA57	qiu_HUA58	qiu_HUA59	qiu_HUA6	qiu_HUA60	qiu_HUA61	qiu_HUA62	qiu_HUA63	qiu_HUA64	qiu_HUA65	qiu_HUA7	qiu_HUA8	qiu_HUA9	zhang_HUA1	zhang_HUA10	zhang_HUA11	zhang_HUA12	zhang_HUA13	zhang_HUA14	zhang_HUA15	zhang_HUA16	zhang_HUA17	zhang_HUA18	zhang_HUA19	zhang_HUA2	zhang_HUA20	zhang_HUA21	zhang_HUA3	zhang_HUA4	zhang_HUA5	zhang_HUA6	zhang_HUA7	zhang_HUA8	zhang_HUA9	SRR9592437	SRR9592438	SRR9592439	SRR9592440	SRR9592441	SRR9592442	SRR9592443	SRR9592444	SRR9592445	SRR9592446	SRR9592447	SRR9592448	SRR9592449	SRR9592450	SRR9592451	SRR9592452	SRR9592453	SRR9592454	SRR9592455	SRR9592456	SRR9592457	SRR9592458	SRR9592459	SRR9592460	SRR9592461	SRR9592462	SRR9592463	SRR9592464	SRR9592465	SRR9592466	SRR9592467	SRR9592468	SRR9592469	SRR9592470	SRR9592471	SRR9592472	SRR9592473	SRR9592474	SRR9592475	SRR9592476	SRR9592477	SRR9592478	SRR9592479	SRR9592481	SRR9592482	SRR9592607	SRR9592608	SRR9592609	SRR9592610	SRR9592611	SRR9592612	SRR9592613	SRR9592614	SRR9592615	SRR9592616	SRR9595012	SRR9595013	SRR9595014	SRR9595015	SRR9595016	SRR9595017	SRR9595018	SRR9595019	SRR15462451	SRR15462452	SRR15462453	SRR15462459	SRR15462470	SRR15462481	SRR15462490	SRR15462491	SRR15462492	SRR15462493	SRR15462494	SRR15462495	SRR15462496	SRR15462497	SRR15462498	SRR15462499	SRR15462500	SRR15462501	SRR15462502	SRR15462503	SRR15462504	SRR15462505	SRR15462506	SRR15462507	SRR15462508	SRR15462509	SRR15462510	SRR15462511	SRR15462512	SRR15462513	SRR15462514	SRR15462515	SRR21068189	SRR21068190	SRR21068191	SRR21068192	SRR21068193	SRR21068194	SRR21068196	SRR21068197	SRR21068198	SRR21068199	SRR21068200	SRR21068201	SRR21068202	SRR21068203	SRR21068204	SRR21068205	SRR21068207	SRR21068208	SRR21068209	SRR21068210	SRR21068211	SRR21068212	SRR21068213	SRR21068214	SRR21068215	SRR21068216	SRR21068218	SRR21068219	SRR21068220	SRR21068221	SRR21068222	SRR21068223	SRR21068224	SRR21068225	SRR21068226	SRR21068227	SRR21068228	SRR21068229	SRR21068230	SRR21068257	SRR21068258	SRR21068259	SRR21068260	SRR21068261	SRR21068262	SRR21068263	SRR21068264	SRR21068265	SRR21068266	SRR21068268	SRR21068269	SRR21068270	SRR21068271	SRR21068272	SRR21068273	SRR21068274	SRR21068275	SRR21068276	SRR21068277	SRR21068279	SRR21068280	SRR21068281	SRR21068282	SRR21068283	SRR21068284	SRR21068285	SRR21068286	SRR21068287	SRR21068288	SRR21068312	SRR21068313	SRR21068314	SRR21068315	SRR21068316	SRR21068317	SRR21068318	SRR21068319	SRR21068322	SRR21068323	SRR21068324	SRR21068325	SRR21068326	SRR21068327	SRR21068328	SRR21068329	SRR21068330	SRR21068331	SRR21068333	SRR21068334	SRR21068335	SRR21068336	SRR21068337	SRR21068338	SRR21068339	SRR21068340	SRR21068341	SRR21068342	SRR21068344	SRR21068345	SRR21068346	SRR21068347	SRR21068348	SRR21068349	SRR21068350	SRR21068351	SRR21068352	SRR21068353
g__Monoglobus	0	0	45	0	3	0	0	0	0	32	18	136	40	84	0	0	0	114	0	711	0	7	24	0	276	81	9	0	41	0	0	0	0	0	4	0	0	114	5	0	616	0	85	4	85	28	34	0	40	0	0	0	0	0	0	0	0	0	6	4	0	23	32	46	70	102	2	154	0	0	0	24	0	0	0	0	0	0	0	0	0	34	41	0	35	6	15	0	616	122	4	0	4	0	0	137	2965	218	3168	0	0	24	8	0	319	199	529	155	200	0	0	516	1242	544	38	161	348	850	0	111	0	64	856	720	27	80	792	819	0	6	790	0	538	14	946	440	0	268	282	785	0	163	111	25	0	408	191	486	252	16	170	0	0	0	377	295	771	27	87	44	92	108	75	0	206	88	0	0	24	37	0	0	0	0	0	0	0	0	5	0	0	18	25	0	0	0	0	0	0	0	0	23	0	0	0	0	0	5	348	45	27	0	9	5	0	0	0	0	114	4	0	0	32	4	0	0	0	56	0	0	0	6	0	38	0	0	65	29	0	41	18	41	0	0	32	57	0	0	24	0	228	0	0	9	26	19	0	0	22	280	49	32	168	15	23	42	36	6	17	0	36	0	0	0	41	0	84	8	0	0	272	58	120	268	0	152	32	75	0	0	0	38	120	48	18	24	0	0	29	0	0	93	194	0	24	19	1508	24	1	97	0	0	108	18	0	0	301	18	274	0	90	143	0	0	0	69	0	8	44	0	111	0	0	2316	20	14	0	37	1	472	42	0	331	0	16	37	10	0	703	528	0	100	36	20	63	280	901	0	0	20	156	212	167	31	0	144	184	0	47	31	6	25	0	0	0	0	25	0
g__Moryella	0	0	6	0	0	0	0	0	0	0	0	0	0	22	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	148	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	13	0	0	42	9	10	0	19	0	0	43	0	0	0	0	29	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	20	0	0	0	0	0	0	12	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	58	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	22	43	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	10	0	0	0	0	16	0	0	38
g__Muribaculaceae	10	0	224	0	0	0	0	0	18124	0	224	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	77	0	0	0	0	0	0	63	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	294	0	3	0	4765	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2594	0	0	0	0	12	8571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	149	0	0	0	7447	3	0	0	0	0	15	96	0	0	0	0	0	221	0	2	24944	0	3686	0	3	0	0	349	3524	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	89	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	446	169	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	767	0	94	128	270	0	0	0	360	0	0	0	0	0	5711	0	0	0	0	0	323	0	0	0	0	193	0	0	0	0	0	0	0	0	136	11	10	2440	0	0	446	980	0	6	0	0	0	74	0	0	0	0	9	0	18124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10915	0	0	0	2	0	0	1329	0	0	0	0	0	0	0	0	0	0	0	0	187	80	0	0	0	0	0	0	112	0	0	0	0	18	0	0	0	0
g__Negativibacillus	64	0	236	39	0	0	32	59	0	0	40	0	27	0	0	88	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	21	134	372	69	422	0	0	171	0	0	0	0	35	0	0	94	0	0	36	0	0	0	0	45	0	0	0	0	7	0	13	0	0	0	0	0	0	0	278	0	0	44	0	0	0	0	0	0	25	0	0	0	112	0	377	37	74	0	45	0	0	37	20	0	44	0	0	0	7	81	0	0	24	122	0	62	0	0	64	0	0	0	0	0	0	0	0	0	9	0	11	417	0	13	42	43	12	0	0	0	0	0	0	0	0	70	42	84	306	0	0	0	10	149	0	0	0	8	4	0	0	0	0	106	16	0	0	39	0	391	0	0	0	5	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	42	146	0	53	0	0	0	0	94	0	0	38	0	0	0	0	0	35	0	0	44	0	0	0	0	0	62	308	0	0	0	0	337	0	0	39	0	0	102	0	343	160	120	68	0	0	43	8	0	0	0	40	0	0	0	34	0	10	36	10	0	0	0	0	62	4	120	70	4	4	4	4	4	4	4	102	102	4	4	4	366	4	4	4	4	4	4	4	4	4	4	70	4	4	90	82	4	4	153	56	4	4	4	4	4	114	62	308	4	4	4	4	4	290	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	136	2	2	2	2	2	2	2	2	2	306	2	2	168	2	55	2	2	2	2	2	68	2	2	2	81	2	2	2	2	2
g__NK4A214_group	45	0	172	1010	0	0	58	160	10	0	235	0	23	104	0	40	0	0	0	0	0	404	0	0	3621	0	0	7	0	0	0	0	0	0	584	81	5	38	0	0	0	0	52	9	0	0	0	4	364	0	0	77	3	0	0	0	599	0	4	0	10	4	0	81	0	0	65	0	0	0	0	263	0	0	171	22	0	0	0	0	0	2	81	0	25	416	0	424	4	84	0	0	0	0	4	89	0	0	0	0	0	1080	50	0	187	299	775	0	223	0	0	8	0	0	0	756	242	0	0	0	0	44	376	0	0	7	1976	1582	8	16	0	0	211	811	1490	0	0	8	569	0	137	889	0	0	0	451	506	735	419	0	3977	1976	0	0	0	0	71	0	0	0	0	32	1591	0	0	3370	48	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	23	0	0	0	0	0	0	0	0	0	203	66	0	47	0	0	0	0	6	0	0	0	0	0	9	65	0	15	0	4	81	0	8	42	0	0	46	0	0	10	63	0	0	84	171	0	0	183	0	0	56	856	154	0	0	0	535	114	68	0	0	0	0	343	11	17	0	225	22	33	34	0	0	64	213	703	41	856	15	0	0	6	2244	162	323	69	32	0	0	23	1484	304	0	3747	1113	172	0	0	59	98	64	0	234	0	203	0	9	0	142	510	183	0	382	0	0	0	1	47	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	12	0	0	32	0	0	0	18	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	55	184	0	3535	70	84	0	0	347	116	0	0	1186	55	0	0	1186	32
g__Odoribacter	417	0	20	2	0	0	135	202	778	0	364	57	12	152	0	214	0	1141	0	3270	0	111	10	0	0	14	0	102	0	0	0	0	360	106	48	48	48	165	0	0	360	0	26	0	0	0	0	24	74	0	0	0	0	23	0	0	48	0	4	0	96	108	0	489	0	0	29	0	0	0	0	2743	0	53	66	13	0	0	11	1	0	58	0	0	360	171	100	108	44	64	0	24	0	0	56	628	0	0	0	0	0	146	14	17	211	16	0	367	862	183	0	364	0	1377	303	1397	338	0	0	99	5039	1723	385	0	1065	5600	1710	2235	251	175	2013	6	0	1005	1216	9	40	77	1727	1454	39	2966	0	0	273	641	709	647	639	0	345	81	22	0	1011	0	373	256	0	0	112	135	2216	0	1300	1062	11	0	0	0	125	30	0	53	0	0	0	54	11	0	0	0	42	17	15	44	0	20	11	0	12	12	0	0	0	0	0	68	70	0	360	0	0	0	0	126	8	0	0	0	0	0	23	0	48	0	0	26	0	35	8	0	0	9	42	0	9	0	27	218	0	202	0	0	186	0	0	65	152	364	0	0	0	38	193	46	0	0	15	83	103	45	59	85	165	192	90	67	19	0	117	11	11	11	11	3270	1300	11	364	11	11	205	364	778	11	11	2216	998	11	136	1062	3270	417	136	11	11	1300	205	364	2216	205	205	1062	11	11	11	364	11	11	205	11	11	11	1300	11	417	778	11	11	11	11	11	11	11	94	11	11	11	163	15	175	15	15	15	15	15	15	15	15	15	288	146	15	15	15	15	15	15	15	15	15	15	15	15	91	15	15	15	15	15	15	256	189	1023	99	15	91	15	15	15	15	183	216	15	15	15	112	15
g__Olsenella	88	0	0	0	0	0	0	7	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	40	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	52	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	58	4	0	0	0	0	0	0	4	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	650	0	18	56	0	0	0	0	226	0	0	0	0	0	3	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	11	273	0	34	15	0	0	26	0	136	0	0	0	0	0	0	39	0	29	64
g__Oscillibacter	6	0	57	44	0	0	248	509	99	174	26	0	9	4	0	102	34	13	0	950	0	62	26	0	376	4	1991	0	0	0	0	0	39	0	27	40	3	200	0	0	1173	0	0	0	0	0	0	0	11	0	0	10	0	0	0	0	2	0	0	3	0	1	4	60	0	0	9	0	0	656	0	158	0	0	0	0	0	45	0	1	0	11	2	0	1054	138	4	32	44	16	3	2	0	0	0	290	1310	1103	0	0	33	59	70	0	99	25	912	162	219	0	0	207	361	824	20	840	182	0	0	244	1981	900	23	890	148	2157	1017	1171	17	92	1559	5	14	0	2752	41	9327	19	1623	17	43	2393	851	452	4	295	532	287	233	6	29	173	0	0	1099	0	37	31	69	46	0	99	805	0	1167	1040	0	0	0	28	35	0	0	62	349	0	0	18	0	0	0	4	0	0	0	163	0	6	0	0	0	3	63	0	0	0	0	0	57	0	0	25	4	0	0	46	0	39	0	8	2	0	0	0	18	0	0	45	25	0	0	0	0	22	14	7	9	0	0	33	21	38	0	0	0	0	0	0	11	216	10	98	15	60	17	37	0	111	18	0	0	0	54	27	5	120	0	53	54	0	70	39	39	1167	39	39	39	39	39	39	39	805	39	39	39	39	39	39	39	39	1040	39	39	39	805	39	39	39	39	39	39	1167	39	39	39	39	1040	39	39	39	39	39	39	39	39	1167	39	349	39	39	39	39	39	39	1040	533	39	39	53	53	53	53	53	53	53	53	53	53	53	53	505	406	53	53	53	53	53	53	53	802	53	53	53	1101	53	53	935	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53
g__Parabacteroides	2181	248	37	699	553	16	3276	7157	606	16696	960	1097	1840	138	3123	1592	2719	6315	3164	10902	2984	1628	3164	206	2623	352	685	25	25	0	350	25	32	24	25	26	30	352	55	305	352	381	24	31	6	6	82	25	25	75	138	3	25	55	23	6	82	55	6	751	24	352	31	1627	116	12	160	956	12	1152	6970	2024	3253	434	553	165	256	648	131	50	0	3	83	146	350	195	324	294	1031	652	352	25	29	352	44	3171	1004	2998	2053	12260	14	1414	490	2544	2788	908	2666	10231	5059	604	5473	11163	39774	6148	13598	8439	4393	7121	100	3250	15546	10332	5205	7526	4932	7774	3427	4176	1814	1699	9800	3157	1965	3681	7594	5335	2780	7025	6179	8435	1058	7782	5753	4568	2928	4727	5511	4136	7774	692	574	1118	12431	12323	12622	1126	899	2458	7770	237	3764	3164	5166	561	2691	8951	130	0	58	108	190	223	129	163	359	76	0	162	126	18	0	94	124	37	26	159	71	554	161	83	16	28	116	0	14	509	0	169	348	318	174	324	85	125	82	352	24	1146	6	55	35	25	41	30	454	31	29	350	82	179	19	28	18	78	1209	92	237	154	51	897	1152	662	266	171	119	169	1578	543	1066	962	472	1948	1004	762	917	341	600	1310	1102	492	323	136	707	731	359	1297	217	407	614	1875	678	11248	69	6559	3387	7755	1205	2946	69	5856	69	69	3164	3164	69	69	5166	6545	3164	3164	2640	3100	2082	1628	69	69	3164	3164	3164	17631	69	2728	3764	4465	3022	69	8951	1719	10555	2289	6559	3164	3164	3276	3387	16228	6596	9753	69	69	1205	69	3133	69	6545	69	1205	2548	1230	602	678	135	1516	904	135	490	135	600	614	746	1987	914	533	135	635	472	533	492	604	1898	692	135	440	1064	341	135	323	692	2330	481	4129	777	678	1037	135	367	341	135	580	921	707	580	604	440	135	367	490	367
g__Paraprevotella	0	109	50	0	0	0	150	909	0	0	109	1629	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	63	0	0	107	0	0	0	0	0	0	9	0	0	9	0	392	0	0	0	9	0	0	9	0	107	0	41	0	9	0	9	0	0	0	109	0	0	0	0	52	0	1319	1	0	0	0	123	0	0	0	0	0	107	250	9	85	9	0	0	0	0	0	9	0	0	0	0	0	0	567	840	0	2362	693	0	0	5694	0	0	0	0	0	0	0	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727	6	0	0	0	0	0	0	973	0	0	938	0	0	0	0	0	447	742	0	0	0	0	1577	0	0	0	0	0	1629	0	0	0	80	0	16	0	109	0	0	0	0	0	0	57	0	0	0	0	130	37	47	0	0	0	0	0	0	43	0	0	0	13	0	15	35	0	392	0	0	0	0	41	107	0	0	0	0	0	0	9	0	0	0	0	12	60	0	0	0	62	0	0	0	0	0	819	0	0	6	68	0	150	0	171	0	383	0	449	697	96	0	459	0	0	0	0	208	0	1074	0	0	43	0	575	299	0	0	124	8	8	8	1629	8	8	1570	8	8	171	8	8	8	8	8	312	8	8	8	383	8	8	8	8	819	8	8	8	8	8	8	8	8	8	124	954	8	8	8	819	8	1629	8	8	8	8	8	8	8	8	8	8	8	8	8	8	21	21	693	21	21	21	21	21	21	21	21	21	1807	21	21	21	21	21	697	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	567	21	21	21	459	21	21	21	21	575	21	21	21	21	21	21
g__Parasutterella	782	101	300	54	0	0	21	47	236	188	6	14	236	10	0	28	2019	1747	0	1246	0	2	953	490	335	4699	454	7	400	15	648	0	400	0	648	455	408	648	13	292	0	455	8	183	0	0	161	400	0	0	0	8	183	15	0	0	0	0	0	0	0	12	0	18	0	1636	220	969	0	0	0	45	1352	23	63	133	236	0	905	237	0	386	409	0	0	418	464	8	8	473	4699	4	0	0	0	6695	15	8844	2836	26000	7	646	3899	1783	1761	4243	4469	2	11571	0	20410	9460	9	41	7582	9	855	6	65	843	3	59	41	0	16468	12275	3904	47	419	431	5191	955	5	60	1098	7477	21559	2	1076	8796	5	7134	8	4	0	1942	6160	875	523	810	751	43	0	3097	80	711	11	5411	2289	0	240	3	2291	0	1357	0	142	0	65	779	0	207	0	236	65	205	0	59	319	10	0	319	170	20	0	0	367	47	0	235	16	393	616	0	20	0	0	3	0	512	0	648	243	0	0	183	15	0	159	656	0	0	8	51	317	0	455	0	400	25	0	571	490	17	305	0	54	0	17	862	927	18	1747	24	0	271	1349	60	11	0	970	97	0	38	615	0	0	8	0	228	17	4	653	881	539	776	535	19	152	916	401	1217	130	130	130	1747	130	1213	130	130	130	130	130	130	130	130	130	130	130	130	1747	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	2291	130	130	130	1357	130	1669	2291	130	1198	2291	927	130	209	209	209	209	3520	3624	1889	3097	2289	209	209	8844	209	7477	209	209	209	209	209	209	7582	209	1624	7134	209	209	3097	209	209	209	1056	209	209	209	209	209	209	209	209	209	209	209	209	209	3624	2091	209	209	209	209
g__Peptococcus	0	0	136	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	119	0	0	170	0	0	43	0	0	0	0	0	28	208	136	326	373	0	0	0	0	241	0	0	0	0	0	89	0	0	0	0	0	0	0	11	0	0	0	83	39	0	0	0	0	0	0	0	0	0	20	0	59	252	0	0	0	0	0	0	0	0	0	324	0	0	91	0	85	0	36	0	0	15	0	0	0	0	0	0	73	0	0	68	0	1155	0	129	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	99	163	0	0	0	0	0	91	183	0	0	0	360	0	12	0	0	0	0	156	0	0	124	0	0	218	0	0	0	0	0	0	0	13	0	15	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	14	20	0	0	0	0	0	0	0	0	0	146	128	0	0	198	244	0	0	0	0	0	0	0	0	0	0	0	0	0	24	289	171	0	0	0	0	0	0	0	0	8	0	57	0	0	9	65	0	10	19	0	0	0	0	20	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	17	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	14	5	0	0	0	0	0	0	0	0	0	0	0	68	0	0	11
g__Peptostreptococcus	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	16	7	0	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	13	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	0	0	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	22	59	0	42	0	0	0	0	0	0	0	95	27	76	15	0	0	0	0	0	0	0	0	0	0	7	18	14	34	0	0	0	0	83	35	3	20	0	180	0	0	0	18	0	0	249	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
g__Phascolarctobacterium	250	0	1519	872	44	0	3377	8150	992	0	1202	81	351	818	26	0	1322	226	160	2458	1190	472	532	0	574	136	17742	0	106	0	1180	0	420	0	428	9730	1127	1180	796	258	2951	1129	29	258	0	0	72	26	29	0	72	26	2	7	58	258	798	0	0	0	626	5896	11317	1	300	0	83	2409	0	0	0	215	528	804	20745	17	1118	1198	271	41	10375	0	798	29	1722	2	258	0	5379	1019	1150	258	526	157	68	5590	4	18998	8021	20789	9	10833	5659	2877	823	195	8147	9	11065	19429	24120	9300	7	20440	7163	9	13485	27574	23	360	13964	4523	3380	2096	7004	18410	15801	11358	5685	450	8853	0	5985	943	36065	16359	26390	3771	17320	5212	7932	57197	19675	9658	27607	187	14992	39516	1004	2088	318	230	29187	8350	18279	41	5009	6663	9077	11358	1404	14691	23167	411	5970	45	591	268	415	0	872	565	2557	360	1749	185	0	0	222	0	0	0	134	251	0	992	209	278	103	29	0	284	0	0	0	29	0	1294	3705	1180	0	0	0	0	0	811	24	791	738	218	29	0	196	72	428	72	106	258	7	71	0	0	0	0	0	93	178	0	12	1173	401	8	558	72	537	12	271	78	58	751	600	132	313	1379	829	1702	1172	1569	1027	877	1427	525	1401	429	723	773	67	313	716	52	896	5970	171	2005	10330	171	1322	171	1322	2557	2557	5970	2005	14691	1188	2557	2557	23167	2536	983	23167	14691	3705	171	171	171	1576	171	171	171	171	5970	1081	171	1749	2557	3705	171	171	171	23167	171	23167	171	171	171	171	171	3705	171	171	171	171	171	171	171	5970	171	740	1583	858	120	120	120	3464	120	120	120	120	1172	5800	552	2088	120	120	1702	1401	1401	8021	120	600	120	1019	896	827	120	120	120	120	120	6663	1486	653	2096	740	120	120	120	120	716	120	525	120	943	120	120	740	120
